,job_id,num_inst,submit_time,num_cpu,num_gpu,gpu_type,duration,user,size,on_time,wasted,jct,resource,node,allocated_at,bw,final_node_allocation,final_gpu_allocation,deadline,exec_time,complete_time,current_duration,speedup
191,59703,1,881,10.0,1.0,P100,737,a8192d6b0ae9,8107,0,0,881,"[1.0, 10.0]",,0,0,[17],['P100'],1633.5736513514576,881,1618,737.0,1.0
71,80072,1,344,6.0,1.0,MISC,1283,7b76597f4283,8981,0,0,344,"[1.0, 6.0]",,0,0,[3],['MISC'],1680.3969429714539,344,1627,1283.0,1.0
223,77641,1,1026,6.0,0.25,T4,605,d4d51aca8806,3781,0,0,1026,"[0.25, 6.0]",,0,0,[4],['T4'],1643.34834124392,1026,1631,605.0,1.0
318,59107,1,1487,6.0,1.0,MISC,144,edc10645cc3f,1008,0,0,1487,"[1.0, 6.0]",,0,0,[10],['MISC'],1644.4202947201054,1487,1631,144.0,1.0
72,66751,1,347,6.0,1.0,T4,1286,1480b75a8c96,9002,0,0,347,"[1.0, 6.0]",,0,0,[5],['T4'],1686.6552300265425,347,1633,1286.0,1.0
184,79262,1,862,1.0,0.25,MISC,776,58540f191766,970,0,0,862,"[0.25, 1.0]",,0,0,[3],['MISC'],1662.5577035425517,862,1638,776.0,1.0
148,18541,1,670,6.0,0.25,P100,969,de69ddc1064e,6056,0,0,670,"[0.25, 6.0]",,0,0,[1],['P100'],1693.1572115369918,670,1639,969.0,1.0
327,73175,1,1521,6.0,0.25,T4,124,d4d51aca8806,775,0,0,1521,"[0.25, 6.0]",,0,0,[5],['T4'],1647.8398945640101,1521,1645,124.0,1.0
253,21718,1,1177,6.0,0.25,T4,476,d4d51aca8806,2975,0,0,1177,"[0.25, 6.0]",,0,0,[2],['T4'],1667.096935061487,1177,1653,476.0,1.0
351,54322,1,1641,6.0,1.0,T4,16,45bd92802aa9,112,0,0,1641,"[1.0, 6.0]",,0,0,[5],['T4'],1657.3234506939514,1641,1657,16.0,1.0
181,10797,1,852,1.0,0.25,MISC,813,ebba56ec23b9,1016,0,0,852,"[0.25, 1.0]",,0,0,[3],['MISC'],1666.8522538394973,852,1665,813.0,1.0
344,60671,1,1612,6.0,1.0,T4,54,41f97a75a037,378,0,0,1612,"[1.0, 6.0]",,0,0,[27],['T4'],1670.6731121256096,1612,1666,54.0,1.0
215,78803,1,990,6.0,1.0,T4,687,7dd1a2bf0795,4809,0,0,990,"[1.0, 6.0]",,0,0,[6],['T4'],1692.2354527778389,990,1677,687.0,1.0
111,71596,1,520,6.0,0.25,T4,1173,d4d51aca8806,7331,0,0,520,"[0.25, 6.0]",,0,0,[14],['T4'],1790.788551219287,520,1693,1173.0,1.0
302,16414,1,1412,6.0,0.5,MISC,290,58540f191766,1885,0,0,1412,"[0.5, 6.0]",,0,0,[8],['MISC'],1706.0274274066471,1412,1702,290.0,1.0
313,23366,1,1457,6.0,0.25,MISC,255,eea150bdfdd6,1593,0,0,1457,"[0.25, 6.0]",,0,0,[0],['MISC'],1721.5596838116223,1457,1712,255.0,1.0
320,59938,1,1494,6.0,0.25,P100,219,b3bfe9b79bb5,1368,0,0,1494,"[0.25, 6.0]",,0,0,[23],['P100'],1725.1165215072401,1494,1713,219.0,1.0
350,96206,1,1639,6.0,0.25,MISC,83,05b25af4dd8b,518,0,0,1639,"[0.25, 6.0]",,0,0,[10],['MISC'],1729.6285578637987,1639,1722,83.0,1.0
289,99124,1,1375,6.0,0.25,T4,356,3aeb917d7320,2225,0,0,1375,"[0.25, 6.0]",,0,0,[19],['T4'],1765.9662181130125,1375,1731,356.0,1.0
343,79782,1,1607,18.0,1.0,MISC,124,a8192d6b0ae9,2356,0,0,1607,"[1.0, 18.0]",,0,0,[31],['MISC'],1736.0321007572238,1607,1731,124.0,1.0
340,70472,1,1594,6.0,1.0,MISC,138,0ed3eacdff35,966,0,0,1594,"[1.0, 6.0]",,0,0,[22],['MISC'],1738.3453195765135,1594,1732,138.0,1.0
361,13897,1,1714,6.0,1.0,T4,24,1480b75a8c96,168,0,0,1714,"[1.0, 6.0]",,0,0,[6],['T4'],1739.5256549685791,1714,1738,24.0,1.0
286,45425,1,1364,10.0,0.5,T4,376,c4cbaac9966d,3948,0,0,1364,"[0.5, 10.0]",,0,0,[19],['T4'],1751.9302907736842,1364,1740,376.0,1.0
362,54644,1,1716,6.0,1.0,T4,25,41f97a75a037,175,0,0,1716,"[1.0, 6.0]",,0,0,[27],['T4'],1741.5094337738292,1716,1741,25.0,1.0
272,18379,1,1310,6.0,0.25,P100,433,ebba56ec23b9,2706,0,0,1310,"[0.25, 6.0]",,0,0,[11],['P100'],1755.197146620037,1310,1743,433.0,1.0
294,32132,1,1389,6.0,0.5,MISC,371,8cfd63627f23,2411,0,0,1389,"[0.5, 6.0]",,0,0,[10],['MISC'],1771.3568836827556,1389,1760,371.0,1.0
307,88320,1,1424,6.0,1.0,T4,337,c5307d7cd0cc,2359,0,0,1424,"[1.0, 6.0]",,0,0,[28],['T4'],1767.2463614307621,1424,1761,337.0,1.0
372,44624,1,1756,1.0,0.01,MISC,25,b478b7e54703,25,0,0,1756,"[0.01, 1.0]",,0,0,[0],['MISC'],1783.2819917114857,1756,1781,25.0,1.0
27,86957,1,132,6.0,1.0,V100,1676,58540f191766,11732,0,0,132,"[1.0, 6.0]",,0,0,[21],['V100'],1841.9273778573206,132,1808,1676.0,1.0
376,39795,1,1765,6.0,1.0,MISC,46,0ed3eacdff35,322,0,0,1765,"[1.0, 6.0]",,0,0,[31],['MISC'],1814.0042546681777,1765,1811,46.0,1.0
374,67259,1,1761,6.0,0.25,MISC,51,edc10645cc3f,318,0,0,1761,"[0.25, 6.0]",,0,0,[10],['MISC'],1815.8806604826682,1761,1812,51.0,1.0
326,27471,1,1520,6.0,0.5,MISC,295,ebba56ec23b9,1917,0,0,1520,"[0.5, 6.0]",,0,0,[16],['MISC'],1830.0084977933618,1520,1815,295.0,1.0
357,50210,1,1688,6.0,1.0,MISC,130,3f5d4699c3a6,910,0,0,1688,"[1.0, 6.0]",,0,0,[31],['MISC'],1819.0330198664383,1688,1818,130.0,1.0
359,84054,1,1697,6.0,1.0,V100,125,05b25af4dd8b,875,0,0,1697,"[1.0, 6.0]",,0,0,[21],['V100'],1827.3072213262024,1697,1822,125.0,1.0
348,61690,1,1627,6.0,1.0,T4,246,c5307d7cd0cc,1722,0,0,1627,"[1.0, 6.0]",,0,0,[30],['T4'],1895.880143699676,1627,1873,246.0,1.0
375,83239,1,1763,3.0,0.25,MISC,115,3e9c6f593cb6,373,0,0,1763,"[0.25, 3.0]",,0,0,[22],['MISC'],1882.0599118747505,1763,1878,115.0,1.0
172,12630,1,801,6.0,0.5,MISC,1085,58540f191766,7052,0,0,801,"[0.5, 6.0]",,0,0,[8],['MISC'],1952.7166301032833,801,1886,1085.0,1.0
256,72168,1,1190,6.0,0.25,MISC,699,a4b58e9de9c6,4368,0,0,1190,"[0.25, 6.0]",,0,0,[10],['MISC'],1892.9331215717366,1190,1889,699.0,1.0
391,76179,1,1863,6.0,1.0,MISC,27,ebba56ec23b9,189,0,0,1863,"[1.0, 6.0]",,0,0,[31],['MISC'],1892.6802900834969,1863,1890,27.0,1.0
389,51358,1,1854,6.0,0.25,MISC,43,05b25af4dd8b,268,0,0,1854,"[0.25, 6.0]",,0,0,[31],['MISC'],1898.7704199069506,1854,1897,43.0,1.0
258,52169,1,1199,10.0,0.5,T4,706,c4cbaac9966d,7413,0,0,1199,"[0.5, 10.0]",,0,0,[14],['T4'],1917.262706444331,1199,1905,706.0,1.0
396,93218,1,1889,6.0,1.0,T4,34,7dd1a2bf0795,238,0,0,1889,"[1.0, 6.0]",,0,0,[30],['T4'],1923.0799683423497,1889,1923,34.0,1.0
285,56155,1,1359,6.0,0.25,T4,568,9ad16018440a,3550,0,0,1359,"[0.25, 6.0]",,0,0,[5],['T4'],1960.022246028864,1359,1927,568.0,1.0
336,86996,1,1572,6.0,0.5,MISC,356,952408b1356c,2314,0,0,1572,"[0.5, 6.0]",,0,0,[22],['MISC'],1936.6895589426224,1572,1928,356.0,1.0
397,88642,1,1896,6.0,1.0,T4,44,29380421d3fc,308,0,0,1896,"[1.0, 6.0]",,0,0,[38],['T4'],1942.189389258993,1896,1940,44.0,1.0
399,47670,1,1914,6.0,1.0,MISC,45,5b1345f03aa1,315,0,0,1914,"[1.0, 6.0]",,0,0,[10],['MISC'],1961.680464618503,1914,1959,45.0,1.0
403,85516,1,1928,6.0,1.0,MISC,32,0ed3eacdff35,224,0,0,1928,"[1.0, 6.0]",,0,0,[35],['MISC'],1960.1904085943395,1928,1960,32.0,1.0
356,28227,1,1688,6.0,1.0,T4,276,c5307d7cd0cc,1932,0,0,1688,"[1.0, 6.0]",,0,0,[5],['T4'],1988.0629931504704,1688,1964,276.0,1.0
163,43151,1,740,0.2,0.1,MISC,1238,58540f191766,371,0,0,740,"[0.1, 0.2]",,0,0,[3],['MISC'],2101.005757311552,740,1978,1238.0,1.0
401,74415,1,1920,18.0,1.0,MISC,61,0db4ac3f62ed,1159,0,0,1920,"[1.0, 18.0]",,0,0,[35],['MISC'],1981.4152829798738,1920,1981,61.0,1.0
244,54704,1,1123,1.0,0.25,MISC,866,58540f191766,1082,0,0,1123,"[0.25, 1.0]",,0,0,[0],['MISC'],2020.6267195730084,1123,1989,866.0,1.0
283,63734,1,1347,2.0,0.2,MISC,645,6fb93540c8aa,1419,0,0,1347,"[0.2, 2.0]",,0,0,[10],['MISC'],2032.7217619226424,1347,1992,645.0,1.0
400,88549,1,1916,6.0,0.5,MISC,98,84d246e538dc,637,0,0,1916,"[0.5, 6.0]",,0,0,[31],['MISC'],2022.5213728423032,1916,2014,98.0,1.0
382,5857,1,1808,6.0,1.0,MISC,215,0ee793d049c5,1505,0,0,1808,"[1.0, 6.0]",,0,0,[31],['MISC'],2041.9297648158845,1808,2023,215.0,1.0
371,36385,1,1754,6.0,0.5,MISC,272,5b1345f03aa1,1768,0,0,1754,"[0.5, 6.0]",,0,0,[22],['MISC'],2027.8034668978169,1754,2026,272.0,1.0
353,10616,1,1652,10.0,0.5,T4,397,c4cbaac9966d,4168,0,0,1652,"[0.5, 10.0]",,0,0,[4],['T4'],2071.76697894195,1652,2049,397.0,1.0
379,52348,1,1787,6.0,1.0,T4,266,c5307d7cd0cc,1862,0,0,1787,"[1.0, 6.0]",,0,0,[28],['T4'],2057.3763296716083,1787,2053,266.0,1.0
301,53741,1,1410,6.0,0.25,MISC,651,a4b58e9de9c6,4068,0,0,1410,"[0.25, 6.0]",,0,0,[3],['MISC'],2077.4279400251744,1410,2061,651.0,1.0
384,98845,1,1821,6.0,0.5,MISC,240,ba85cca2ba13,1560,0,0,1821,"[0.5, 6.0]",,0,0,[16],['MISC'],2064.2375383213607,1821,2061,240.0,1.0
26,64586,1,127,6.0,0.25,T4,1940,d4d51aca8806,12125,0,0,127,"[0.25, 6.0]",,0,0,[6],['T4'],2221.3542934629254,127,2067,1940.0,1.0
422,74598,1,2013,18.0,1.0,MISC,63,0db4ac3f62ed,1197,0,0,2013,"[1.0, 18.0]",,0,0,[35],['MISC'],2077.7419289523377,2013,2076,63.0,1.0
408,95850,1,1941,6.0,0.25,T4,136,57857b193e49,850,0,0,1941,"[0.25, 6.0]",,0,0,[6],['T4'],2087.9068242944004,1941,2077,136.0,1.0
410,36830,1,1942,6.0,0.25,MISC,148,05b25af4dd8b,925,0,0,1942,"[0.25, 6.0]",,0,0,[22],['MISC'],2100.8125046096025,1942,2090,148.0,1.0
427,82775,1,2027,6.0,0.5,T4,67,c9e676ebc7ef,435,0,0,2027,"[0.5, 6.0]",,0,0,[38],['T4'],2098.3781045392698,2027,2094,67.0,1.0
385,80149,1,1822,6.0,1.0,MISC,286,18febf35d3a1,2002,0,0,1822,"[1.0, 6.0]",,0,0,[31],['MISC'],2126.2154521630264,1822,2108,286.0,1.0
434,78693,1,2076,6.0,1.0,T4,45,29380421d3fc,315,0,0,2076,"[1.0, 6.0]",,0,0,[38],['T4'],2125.483828741595,2076,2121,45.0,1.0
368,42423,1,1747,10.0,0.5,T4,386,c4cbaac9966d,4053,0,0,1747,"[0.5, 10.0]",,0,0,[6],['T4'],2138.5134533816854,1747,2133,386.0,1.0
406,77509,1,1934,6.0,0.25,T4,214,d4d51aca8806,1337,0,0,1934,"[0.25, 6.0]",,0,0,[5],['T4'],2154.895260964039,1934,2148,214.0,1.0
424,73135,1,2018,6.0,0.25,T4,133,d4d51aca8806,831,0,0,2018,"[0.25, 6.0]",,0,0,[19],['T4'],2157.714529438521,2018,2151,133.0,1.0
420,99194,1,2005,6.0,0.25,T4,154,d4d51aca8806,962,0,0,2005,"[0.25, 6.0]",,0,0,[14],['T4'],2174.345599392616,2005,2159,154.0,1.0
42,21973,1,187,4.0,0.5,P100,1973,df2899e220e8,8878,0,0,187,"[0.5, 4.0]",,0,0,[11],['P100'],2348.2863537940516,187,2160,1973.0,1.0
445,17928,1,2118,6.0,1.0,MISC,47,0ed3eacdff35,329,0,0,2118,"[1.0, 6.0]",,0,0,[35],['MISC'],2165.784029362337,2118,2165,47.0,1.0
331,19488,1,1548,6.0,0.25,T4,627,45bd92802aa9,3918,0,0,1548,"[0.25, 6.0]",,0,0,[14],['T4'],2216.263564062878,1548,2175,627.0,1.0
383,54198,1,1814,4.0,0.5,MISC,361,3a7b31330ae3,1624,0,0,1814,"[0.5, 4.0]",,0,0,[10],['MISC'],2176.6191436435633,1814,2175,361.0,1.0
346,88175,1,1620,6.0,1.0,T4,567,c5307d7cd0cc,3969,0,0,1620,"[1.0, 6.0]",,0,0,[30],['T4'],2205.3707674316565,1620,2187,567.0,1.0
438,87702,1,2092,18.0,1.0,MISC,100,0db4ac3f62ed,1900,0,0,2092,"[1.0, 18.0]",,0,0,[35],['MISC'],2200.53625518357,2092,2192,100.0,1.0
251,51218,1,1155,6.0,0.5,T4,1038,b88fff433bdf,6747,0,0,1155,"[0.5, 6.0]",,0,0,[4],['T4'],2249.4173313860383,1155,2193,1038.0,1.0
461,45016,1,2175,6.0,1.0,MISC,34,354e3b81c515,238,0,0,2175,"[1.0, 6.0]",,0,0,[45],['MISC'],2209.222165955061,2175,2209,34.0,1.0
300,9113,1,1410,10.0,0.5,T4,808,c4cbaac9966d,8484,0,0,1410,"[0.5, 10.0]",,0,0,[6],['T4'],2297.277928934334,1410,2218,808.0,1.0
455,73666,1,2144,6.0,1.0,MISC,75,035b9488e79a,525,0,0,2144,"[1.0, 6.0]",,0,0,[45],['MISC'],2225.7161359869924,2144,2219,75.0,1.0
349,19160,1,1638,6.0,1.0,MISC,582,5b1345f03aa1,4074,0,0,1638,"[1.0, 6.0]",,0,0,[3],['MISC'],2253.909805435933,1638,2220,582.0,1.0
439,84877,1,2099,6.0,1.0,V100,130,a8192d6b0ae9,910,0,0,2099,"[1.0, 6.0]",,0,0,[21],['V100'],2229.112052467188,2099,2229,130.0,1.0
322,42295,1,1505,6.0,0.5,MISC,728,58540f191766,4732,0,0,1505,"[0.5, 6.0]",,0,0,[16],['MISC'],2237.3877490328478,1505,2233,728.0,1.0
463,81092,1,2182,6.0,0.25,MISC,57,ba85cca2ba13,356,0,0,2182,"[0.25, 6.0]",,0,0,[45],['MISC'],2239.33587489568,2182,2239,57.0,1.0
449,36375,1,2125,6.0,0.25,MISC,119,5b1345f03aa1,743,0,0,2125,"[0.25, 6.0]",,0,0,[45],['MISC'],2249.4108030471593,2125,2244,119.0,1.0
446,55872,1,2121,6.0,1.0,MISC,124,7b76597f4283,868,0,0,2121,"[1.0, 6.0]",,0,0,[35],['MISC'],2250.4826960298064,2121,2245,124.0,1.0
398,74335,1,1909,6.0,0.25,MISC,341,05b25af4dd8b,2131,0,0,1909,"[0.25, 6.0]",,0,0,[8],['MISC'],2265.8099502504538,1909,2250,341.0,1.0
229,14858,1,1061,6.0,1.0,T4,1190,4d95fa282778,8330,0,0,1061,"[1.0, 6.0]",,0,0,[26],['T4'],2362.904472677672,1061,2251,1190.0,1.0
447,80126,1,2122,6.0,1.0,MISC,147,42aa9724a88c,1029,0,0,2122,"[1.0, 6.0]",,0,0,[45],['MISC'],2270.8189547722845,2122,2269,147.0,1.0
457,35978,1,2146,3.0,0.5,MISC,151,e97f950dabda,528,0,0,2146,"[0.5, 3.0]",,0,0,[10],['MISC'],2304.0032491152133,2146,2297,151.0,1.0
482,75596,1,2269,6.0,1.0,MISC,29,0ed3eacdff35,203,0,0,2269,"[1.0, 6.0]",,0,0,[45],['MISC'],2299.635973058766,2269,2298,29.0,1.0
230,90438,1,1065,1.0,1.0,MISC,1234,8df66bf7f940,2468,0,0,1065,"[1.0, 1.0]",,0,0,[0],['MISC'],2405.9232763634946,1065,2299,1234.0,1.0
358,20187,1,1694,10.0,0.5,T4,615,c4cbaac9966d,6457,0,0,1694,"[0.5, 10.0]",,0,0,[2],['T4'],2346.916842614832,1694,2309,615.0,1.0
450,84143,1,2126,6.0,1.0,P100,193,05b25af4dd8b,1351,0,0,2126,"[1.0, 6.0]",,0,0,[25],['P100'],2329.6172382295686,2126,2319,193.0,1.0
484,86841,1,2274,6.0,0.25,MISC,59,b3bfe9b79bb5,368,0,0,2274,"[0.25, 6.0]",,0,0,[45],['MISC'],2335.646635682583,2274,2333,59.0,1.0
433,53528,1,2076,6.0,1.0,T4,265,29380421d3fc,1855,0,0,2076,"[1.0, 6.0]",,0,0,[28],['T4'],2345.369457130842,2076,2341,265.0,1.0
496,46051,1,2321,6.0,1.0,T4,25,1480b75a8c96,175,0,0,2321,"[1.0, 6.0]",,0,0,[26],['T4'],2347.156466620458,2321,2346,25.0,1.0
394,49982,1,1869,1.0,0.2,MISC,494,b2c52019b2c6,592,0,0,1869,"[0.2, 1.0]",,0,0,[3],['MISC'],2386.0958803114418,1869,2363,494.0,1.0
488,82361,1,2286,6.0,1.0,MISC,51,42aa9724a88c,357,0,0,2333,"[1.0, 6.0]",,0,0,[45],['MISC'],2337.3947459070714,2333,2384,51.0,1.0
291,84262,1,1380,6.0,0.25,T4,1006,d4d51aca8806,6287,0,0,1380,"[0.25, 6.0]",,0,0,[2],['T4'],2425.008675704434,1380,2386,1006.0,1.0
128,56031,1,588,4.0,0.5,MISC,1801,6ffa9048390e,8104,0,0,588,"[0.5, 4.0]",,0,0,[8],['MISC'],2473.449049825307,588,2389,1801.0,1.0
456,61997,1,2145,6.0,1.0,T4,247,c5307d7cd0cc,1729,0,0,2145,"[1.0, 6.0]",,0,0,[38],['T4'],2404.48234028311,2145,2392,247.0,1.0
323,27363,1,1506,10.0,0.5,T4,889,c4cbaac9966d,9334,0,0,1506,"[0.5, 10.0]",,0,0,[27],['T4'],2399.3713457791646,1506,2395,889.0,1.0
454,90409,1,2143,6.0,0.5,MISC,252,5b1345f03aa1,1638,0,0,2143,"[0.5, 6.0]",,0,0,[45],['MISC'],2399.5635577286985,2143,2395,252.0,1.0
481,92353,1,2260,6.0,0.5,P100,136,ba85cca2ba13,884,0,0,2260,"[0.5, 6.0]",,0,0,[23],['P100'],2409.1628135677474,2260,2396,136.0,1.0
431,11644,1,2059,6.0,0.25,T4,347,b486e37ad0f9,2168,0,0,2059,"[0.25, 6.0]",,0,0,[19],['T4'],2424.0685773389905,2059,2406,347.0,1.0
59,42271,1,281,6.0,1.0,MISC,2126,5b1345f03aa1,14882,0,0,281,"[1.0, 6.0]",,0,0,[3],['MISC'],2574.5498923362616,281,2407,2126.0,1.0
483,86756,1,2272,16.0,1.0,MISC,136,18febf35d3a1,2312,0,0,2272,"[1.0, 16.0]",,0,0,[45],['MISC'],2419.0540529218865,2272,2408,136.0,1.0
367,16649,1,1736,6.0,0.25,MISC,682,c677a0acf7c0,4262,0,0,1736,"[0.25, 6.0]",,0,0,[22],['MISC'],2442.210755531566,1736,2418,682.0,1.0
426,34103,1,2020,10.0,0.5,T4,409,c4cbaac9966d,4294,0,0,2020,"[0.5, 10.0]",,0,0,[28],['T4'],2439.6601153400684,2020,2429,409.0,1.0
467,88992,1,2194,6.0,1.0,T4,236,c5307d7cd0cc,1652,0,0,2194,"[1.0, 6.0]",,0,0,[30],['T4'],2451.7540876063586,2194,2430,236.0,1.0
489,38485,1,2290,6.0,1.0,MISC,58,42aa9724a88c,406,0,0,2384,"[1.0, 6.0]",,0,0,[45],['MISC'],2350.2296155828712,2384,2442,58.0,1.0
423,8773,1,2017,6.0,0.25,T4,434,d4d51aca8806,2712,0,0,2017,"[0.25, 6.0]",,0,0,[19],['T4'],2470.5931227189553,2017,2451,434.0,1.0
492,80672,1,2314,6.0,0.25,MISC,64,818eff02f2c4,400,0,0,2395,"[0.25, 6.0]",,0,0,[45],['MISC'],2381.119859223384,2395,2459,64.0,1.0
378,56970,1,1785,10.0,0.5,T4,705,c4cbaac9966d,7402,0,0,1785,"[0.5, 10.0]",,0,0,[12],['T4'],2504.935920584686,1785,2490,705.0,1.0
493,75324,1,2315,18.0,1.0,MISC,97,0db4ac3f62ed,1843,0,0,2408,"[1.0, 18.0]",,0,0,[45],['MISC'],2418.4660266364845,2408,2505,97.0,1.0
234,10526,1,1076,6.0,0.25,T4,1438,d4d51aca8806,8987,0,0,1076,"[0.25, 6.0]",,0,0,[2],['T4'],2535.703520608664,1076,2514,1438.0,1.0
405,9187,1,1931,10.0,0.5,T4,586,c4cbaac9966d,6153,0,0,1931,"[0.5, 10.0]",,0,0,[14],['T4'],2562.603787158946,1931,2517,586.0,1.0
453,11922,1,2134,10.0,0.5,T4,384,c4cbaac9966d,4032,0,0,2134,"[0.5, 10.0]",,0,0,[6],['T4'],2536.4394903549046,2134,2518,384.0,1.0
442,43335,1,2107,10.0,0.5,T4,415,c4cbaac9966d,4357,0,0,2107,"[0.5, 10.0]",,0,0,[6],['T4'],2562.038314018382,2107,2522,415.0,1.0
415,48700,1,1971,6.0,0.5,T4,569,d4d51aca8806,3698,0,0,1971,"[0.5, 6.0]",,0,0,[5],['T4'],2570.8105692956387,1971,2540,569.0,1.0
284,15590,1,1355,6.0,1.0,MISC,1209,5b1345f03aa1,8463,0,0,1355,"[1.0, 6.0]",,0,0,[22],['MISC'],2582.671524623226,1355,2564,1209.0,1.0
321,35648,1,1497,0.5,0.25,P100,1068,b2c52019b2c6,801,0,0,1497,"[0.25, 0.5]",,0,0,[23],['P100'],2663.8758973700083,1497,2565,1068.0,1.0
490,49776,1,2290,6.0,1.0,MISC,165,05b25af4dd8b,1155,0,0,2407,"[1.0, 6.0]",,0,0,[3],['MISC'],2464.965392235504,2407,2572,165.0,1.0
345,14779,1,1615,1.0,0.25,MISC,973,58540f191766,1216,0,0,1615,"[0.25, 1.0]",,0,0,[3],['MISC'],2652.40689323702,1615,2588,973.0,1.0
363,6797,1,1719,6.0,0.25,MISC,872,3aeb917d7320,5450,0,0,1719,"[0.25, 6.0]",,0,0,[0],['MISC'],2598.1275028771174,1719,2591,872.0,1.0
173,32706,1,815,6.0,1.0,MISC,1778,7b76597f4283,12446,0,0,815,"[1.0, 6.0]",,0,0,[0],['MISC'],2728.639827091588,815,2593,1778.0,1.0
