0cpuMISC,0gpuMISC,1cpuMISC,1gpuMISC,2cpuMISC,2gpuMISC,3cpuMISC,3gpuMISC,4cpuMISC,4gpuMISC,5cpuMISC,5gpuMISC,6cpuMISC,6gpuMISC,7cpuMISC,7gpuMISC,8cpuMISC,8gpuMISC,9cpuMISC,9gpuMISC,10cpuT4,10gpuT4,11cpuT4,11gpuT4,12cpuT4,12gpuT4,13cpuT4,13gpuT4,14cpuT4,14gpuT4,15cpuT4,15gpuT4,16cpuT4,16gpuT4,17cpuT4,17gpuT4,18cpuT4,18gpuT4,19cpuT4,19gpuT4,20cpuT4,20gpuT4,21cpuT4,21gpuT4,22cpuT4,22gpuT4,23cpuT4,23gpuT4,24cpuT4,24gpuT4,25cpuT4,25gpuT4,26cpuT4,26gpuT4,27cpuT4,27gpuT4,28cpuP100,28gpuP100,29cpuP100,29gpuP100,30cpuP100,30gpuP100,31cpuP100,31gpuP100,32cpuP100,32gpuP100,33cpuP100,33gpuP100,34cpuP100,34gpuP100,35cpuP100,35gpuP100,36cpuP100,36gpuP100,37cpuP100,37gpuP100,38cpuP100,38gpuP100,39cpuP100,39gpuP100,40cpuP100,40gpuP100,41cpuP100,41gpuP100,42cpuP100,42gpuP100,43cpuP100,43gpuP100,44cpuP100,44gpuP100,45cpuP100,45gpuP100,46cpuP100,46gpuP100,47cpuV100,47gpuV100,48cpuV100,48gpuV100,49cpuV100,49gpuV100
6.0,0.09999999999999964,6.0,1.0,6.0,0.09999999999999964,2.0,1.0,6.0,1.0,10.0,0.5,6.0,1.0,10.0,0.5,18.0,1.0,6.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.0,1.0999999999999996,12.0,1.25,24.0,1.0999999999999996,2.0,1.0,6.0,1.0,16.0,1.5,6.0,1.0,16.0,1.0,18.0,1.0,12.0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.25,6.0,1.0,18.0,1.0
16.0,1.5999999999999996,12.0,1.25,30.0,1.5999999999999996,8.0,1.25,12.0,1.25,16.0,1.5,12.0,1.5,22.0,1.25,24.0,2.0,12.0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.25,12.0,1.5,30.0,2.05
16.0,1.5999999999999996,24.0,2.45,30.0,1.5999999999999996,20.0,1.8499999999999996,22.0,1.75,22.0,2.5,18.0,2.5,34.0,2.5,24.0,2.0,12.0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.25,18.0,2.5,30.0,2.05
34.0,3.3499999999999996,24.0,2.45,36.0,2.5999999999999996,32.0,2.3499999999999996,24.0,2.75,22.0,2.5,18.0,2.5,34.0,2.5,30.0,2.5,18.0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.25,18.0,2.5,34.0,2.55
34.0,3.3499999999999996,42.0,3.45,42.0,3.0999999999999996,40.0,2.8499999999999996,24.0,2.75,28.0,3.5,28.0,3.0,39.0,3.0,62.0,3.5,18.0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,3.25,20.0,2.75,40.0,2.8
34.0,3.3499999999999996,42.0,3.45,48.0,3.5999999999999996,52.0,4.1,30.0,3.75,28.0,3.5,34.0,3.5,45.0,4.0,62.0,3.5,24.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.25,26.0,3.75,46.0,3.8
46.0,4.6,56.0,3.8500000000000005,54.0,4.1,52.0,4.1,36.0,3.8499999999999996,34.0,4.5,46.0,5.75,45.0,4.0,68.0,3.75,24.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.25,26.0,3.75,46.0,3.8
46.0,4.6,74.0,4.8500000000000005,54.0,4.1,52.0,4.1,42.0,4.85,34.0,4.5,46.0,5.75,51.0,4.2,74.0,4.25,38.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,4.25,32.5,4.1,58.0,5.05
52.0,5.6,74.0,4.8500000000000005,60.0,5.1,58.0,4.6,42.0,4.85,40.0,5.0,46.0,5.75,57.0,5.2,86.0,4.75,44.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,4.75,38.5,4.6,58.0,5.05
52.0,5.6,74.0,4.8500000000000005,60.0,5.1,58.0,4.6,42.0,4.85,40.0,5.0,46.0,5.75,57.0,5.2,86.0,4.75,44.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,4.75,38.5,4.6,58.0,5.05
52.0,5.6,74.0,4.8500000000000005,60.0,5.1,58.0,4.6,42.0,4.85,40.0,5.0,46.0,5.75,57.0,5.2,86.0,4.75,44.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,4.75,38.5,4.6,58.0,5.05
