,job_id,num_inst,submit_time,num_cpu,num_gpu,gpu_type,duration,user,size,on_time,wasted,jct,resource,node,allocated_at,bw,exec_time,final_node_allocation,final_gpu_allocation,deadline
269,50557,1,1355,6.0,0.5,MISC,53288,de69ddc1064e,346372,0,0,1355,"[0.5, 6.0]",,0,0,1355,[45],['MISC'],57598.364642930996
271,74665,1,1359,18.0,1.0,MISC,61,0db4ac3f62ed,1159,0,0,1359,"[1.0, 18.0]",,0,0,1359,[35],['MISC'],1420.631877661701
270,5753,1,1359,10.0,0.5,T4,640,c4cbaac9966d,6720,0,0,1360,"[0.5, 10.0]",,0,0,1360,[18],['T4'],2058.632386523909
273,83218,1,1363,6.0,1.0,T4,335,7dd1a2bf0795,2345,0,0,1363,"[1.0, 6.0]",,0,0,1363,[18],['T4'],1706.8596083698187
272,64828,1,1360,6.0,0.25,T4,2758,d4d51aca8806,17237,0,0,1364,"[0.25, 6.0]",,0,0,1364,[19],['T4'],4360.187416939716
274,81016,1,1365,18.0,1.0,MISC,32,edc10645cc3f,608,0,0,1365,"[1.0, 18.0]",,0,0,1365,[45],['MISC'],1399.8470806624182
275,56957,1,1370,6.0,0.5,T4,5331,d4d51aca8806,34651,0,0,1370,"[0.5, 6.0]",,0,0,1370,[19],['T4'],7096.78233423027
277,88245,1,1373,6.0,1.0,T4,357,c5307d7cd0cc,2499,0,0,1373,"[1.0, 6.0]",,0,0,1373,[42],['T4'],1740.0586988910468
276,78417,1,1373,16.0,1.0,MISC,33281,06ed49c96a51,565777,0,0,1381,"[1.0, 16.0]",,0,0,1381,[3],['MISC'],35171.34618852215
278,42857,1,1382,6.0,1.0,MISC,435,b2c52019b2c6,3045,0,0,1382,"[1.0, 6.0]",,0,0,1382,[8],['MISC'],1826.162389984102
279,76297,1,1386,6.0,1.0,MISC,1777,84d246e538dc,12439,0,0,1386,"[1.0, 6.0]",,0,0,1386,[10],['MISC'],3223.9298271408625
280,42272,1,1387,2.0,1.0,P100,241,df67d9aab58f,723,0,0,1387,"[1.0, 2.0]",,0,0,1387,[17],['P100'],1644.568680804112
281,27389,1,1390,6.0,1.0,T4,94,0df6be646322,658,0,0,1390,"[1.0, 6.0]",,0,0,1390,[49],['T4'],1492.0173804646838
282,77344,1,1401,18.0,1.0,P100,74646,51f5af6d83f2,1418274,0,0,1401,"[1.0, 18.0]",,0,0,1401,[23],['P100'],79819.67645507824
283,39121,1,1404,0.2,0.1,MISC,1126,58540f191766,337,0,0,1404,"[0.1, 0.2]",,0,0,1404,[16],['MISC'],2558.27625298307
284,86426,1,1407,6.0,1.0,MISC,304,18febf35d3a1,2128,0,0,1407,"[1.0, 6.0]",,0,0,1407,[45],['MISC'],1738.6080350050447
286,7316,1,1408,6.0,1.0,MISC,160,188246801fa3,1120,0,0,1408,"[1.0, 6.0]",,0,0,1408,[16],['MISC'],1578.1485511569472
288,75496,1,1412,18.0,1.0,MISC,73,0db4ac3f62ed,1387,0,0,1412,"[1.0, 18.0]",,0,0,1412,[32],['V100'],1485.321833361133
287,10122,1,1408,6.0,1.0,MISC,303,7964c913bded,2121,0,0,1414,"[1.0, 6.0]",,0,0,1414,[22],['MISC'],1736.1292471079782
290,49125,1,1420,6.0,1.0,MISC,32,0ed3eacdff35,224,0,0,1420,"[1.0, 6.0]",,0,0,1420,[22],['MISC'],1452.4186229142454
291,28539,1,1421,6.0,1.0,T4,287,c5307d7cd0cc,2009,0,0,1421,"[1.0, 6.0]",,0,0,1421,[4],['T4'],1736.1202012748877
285,81680,1,1408,6.0,0.5,MISC,2620,58540f191766,17030,0,0,1422,"[0.5, 6.0]",,0,0,1422,[35],['MISC'],4041.3093101395834
292,40291,1,1425,6.0,0.25,T4,436,e953ad4cd5b7,2725,0,0,1425,"[0.25, 6.0]",,0,0,1425,[4],['T4'],1868.0449741655414
289,98458,1,1414,0.2,0.05,MISC,25246,58540f191766,6311,0,0,1427,"[0.05, 0.2]",,0,0,1427,[7],['MISC'],27502.096837362405
293,65125,1,1437,6.0,0.1,MISC,3350,58540f191766,20435,0,0,1437,"[0.1, 6.0]",,0,0,1437,[7],['MISC'],4935.014896473385
294,69060,1,1443,10.0,0.5,T4,130,c4cbaac9966d,1365,0,0,1443,"[0.5, 10.0]",,0,0,1443,[6],['T4'],1582.17367680788
295,5159,1,1452,10.0,0.5,T4,397,c4cbaac9966d,4168,0,0,1452,"[0.5, 10.0]",,0,0,1452,[12],['T4'],1871.2680025315574
296,70112,1,1455,6.0,1.0,P100,4413,ebba56ec23b9,30891,0,0,1455,"[1.0, 6.0]",,0,0,1455,[33],['P100'],5917.3699435040735
297,18724,1,1467,6.0,0.25,P100,15565,5b1345f03aa1,97281,0,0,1467,"[0.25, 6.0]",,0,0,1467,[34],['P100'],18502.971786626094
298,4392,1,1474,6.0,2.0,MISC,203,f14128db0160,1624,0,0,1474,"[2.0, 6.0]",,0,0,1474,[31],['MISC'],1691.0276983622443
299,34446,1,1481,6.0,0.25,MISC,112,5b1345f03aa1,700,0,0,1481,"[0.25, 6.0]",,0,0,1481,[7],['MISC'],1594.6694079973595
300,58968,1,1485,6.0,1.0,MISC,201,05b25af4dd8b,1407,0,0,1485,"[1.0, 6.0]",,0,0,1485,[7],['MISC'],1686.7241655750227
301,74892,1,1497,18.0,1.0,MISC,123,0db4ac3f62ed,2337,0,0,1497,"[1.0, 18.0]",,0,0,1497,[22],['MISC'],1624.5413566094999
302,59308,1,1500,6.0,0.25,MISC,4024,b3bfe9b79bb5,25150,0,0,1500,"[0.25, 6.0]",,0,0,1500,[35],['MISC'],5746.336098930187
303,64831,1,1505,6.0,0.1,MISC,9987,58540f191766,60920,0,0,1505,"[0.1, 6.0]",,0,0,1505,[32],['V100'],11921.227990154026
304,86868,1,1509,18.0,1.0,MISC,102,0db4ac3f62ed,1938,0,0,1509,"[1.0, 18.0]",,0,0,1509,[8],['MISC'],1611.4266543533224
305,93951,1,1512,6.0,1.0,P100,1915,0ed3eacdff35,13405,0,0,1512,"[1.0, 6.0]",,0,0,1512,[36],['P100'],3496.8307651851696
306,73583,1,1520,6.0,0.25,T4,596,d4d51aca8806,3725,0,0,1520,"[0.25, 6.0]",,0,0,1520,[49],['T4'],2171.6120454270313
307,26753,1,1527,6.0,0.25,MISC,12203,de69ddc1064e,76268,0,0,1527,"[0.25, 6.0]",,0,0,1527,[32],['V100'],14916.371102200563
308,18255,1,1530,18.0,1.0,MISC,23568,7b76597f4283,447792,0,0,1530,"[1.0, 18.0]",,0,0,1530,[35],['MISC'],25192.024248732516
309,26235,1,1540,6.0,0.25,MISC,4294,8cfd63627f23,26837,0,0,1540,"[0.25, 6.0]",,0,0,1540,[45],['MISC'],5987.643284328333
310,95761,1,1544,6.0,1.0,P100,42,5b1345f03aa1,294,0,0,1544,"[1.0, 6.0]",,0,0,1544,[37],['P100'],1588.8646800909044
311,51918,1,1547,6.0,0.25,MISC,344,05b25af4dd8b,2150,0,0,1547,"[0.25, 6.0]",,0,0,1547,[8],['MISC'],1913.9425093258628
312,43229,1,1550,0.2,0.1,MISC,2037,58540f191766,611,0,0,1550,"[0.1, 0.2]",,0,0,1550,[16],['MISC'],3659.044337870998
313,10224,1,1559,10.0,0.5,T4,511,c4cbaac9966d,5365,0,0,1559,"[0.5, 10.0]",,0,0,1559,[49],['T4'],2098.6100478282515
314,81501,1,1564,6.0,0.25,MISC,33,ba85cca2ba13,206,0,0,1564,"[0.25, 6.0]",,0,0,1564,[16],['MISC'],1599.8865519876856
315,70368,1,1570,6.0,1.0,P100,3814,ebba56ec23b9,26698,0,0,1570,"[1.0, 6.0]",,0,0,1570,[39],['P100'],5755.421440433862
316,77784,1,1583,4.0,0.5,P100,2968,6fb93540c8aa,13356,0,0,1583,"[0.5, 4.0]",,0,0,1583,[41],['P100'],4773.4449549874025
317,24328,1,1591,6.0,0.25,T4,3372,d4d51aca8806,21075,0,0,1591,"[0.25, 6.0]",,0,0,1591,[30],['T4'],5275.167560970454
318,43988,1,1593,6.0,1.0,MISC,1175,de69ddc1064e,8225,0,0,1593,"[1.0, 6.0]",,0,0,1593,[16],['MISC'],2795.8166365369498
319,44094,1,1593,18.0,1.0,MISC,6836,58540f191766,129884,0,0,1594,"[1.0, 18.0]",,0,0,1594,[45],['MISC'],8540.08620798986
320,68070,1,1606,6.0,1.0,MISC,5106,5b1345f03aa1,35742,0,0,1606,"[1.0, 6.0]",,0,0,1606,[16],['MISC'],7120.422317470461
321,64914,1,1615,6.0,0.5,MISC,1922,5b1345f03aa1,12493,0,0,1615,"[0.5, 6.0]",,0,0,1615,[8],['MISC'],3571.029465575577
322,52166,1,1621,6.0,1.0,MISC,1287,5b1345f03aa1,9009,0,0,1621,"[1.0, 6.0]",,0,0,1621,[22],['MISC'],2961.0622906125336
323,3159,1,1623,10.0,0.5,T4,333,c4cbaac9966d,3496,0,0,1623,"[0.5, 10.0]",,0,0,1623,[48],['T4'],1961.9727100918262
324,58019,1,1631,6.0,0.25,T4,608,9ad16018440a,3800,0,0,1631,"[0.25, 6.0]",,0,0,1631,[30],['T4'],2295.208827550686
325,33294,1,1632,6.0,1.0,MISC,183,0ed3eacdff35,1281,0,0,1632,"[1.0, 6.0]",,0,0,1632,[8],['MISC'],1829.3176728795017
326,25887,1,1636,6.0,1.0,MISC,20,84d246e538dc,140,0,0,1636,"[1.0, 6.0]",,0,0,1636,[7],['MISC'],1656.823426333103
327,60473,1,1644,6.0,1.0,MISC,822,de69ddc1064e,5754,0,0,1644,"[1.0, 6.0]",,0,0,1644,[0],['MISC'],2521.0663660274895
328,31161,1,1645,10.0,2.0,MISC,7526,a8192d6b0ae9,90312,0,0,1645,"[2.0, 10.0]",,0,0,1645,[32],['V100'],9724.204303721861
329,82104,1,1648,3.0,0.25,V100,37165,d4d51aca8806,120786,0,0,1648,"[0.25, 3.0]",,0,0,1648,[40],['V100'],39735.31355161282
330,47865,1,1654,6.0,1.0,T4,24,0ed3eacdff35,168,0,0,1654,"[1.0, 6.0]",,0,0,1654,[5],['T4'],1678.3820748231537
331,79741,1,1662,20.0,1.0,MISC,73295,d7052eeddab7,1539195,0,0,1662,"[1.0, 20.0]",,0,0,1662,[7],['MISC'],80097.01847997149
332,25758,1,1670,6.0,1.0,MISC,73,0ee793d049c5,511,0,0,1670,"[1.0, 6.0]",,0,0,1670,[22],['MISC'],1745.7925545749576
333,56260,1,1678,6.0,0.5,MISC,225,5b1345f03aa1,1462,0,0,1678,"[0.5, 6.0]",,0,0,1678,[31],['MISC'],1903.8713036724803
334,47213,1,1678,4.0,0.5,MISC,5739,6fb93540c8aa,25825,0,0,1679,"[0.5, 4.0]",,0,0,1679,[31],['MISC'],7687.12900310125
335,90458,1,1680,18.0,1.0,MISC,104,0db4ac3f62ed,1976,0,0,1680,"[1.0, 18.0]",,0,0,1680,[31],['MISC'],1786.0755574322677
336,90182,1,1684,6.0,1.0,T4,163,e71cb97ab858,1141,0,0,1684,"[1.0, 6.0]",,0,0,1684,[5],['T4'],1861.9707659900407
337,93894,1,1687,6.0,0.25,MISC,123,5b1345f03aa1,768,0,0,1687,"[0.25, 6.0]",,0,0,1687,[7],['MISC'],1814.3007986206849
339,28916,1,1693,0.2,0.1,MISC,22,58540f191766,6,0,0,1693,"[0.1, 0.2]",,0,0,1693,[45],['MISC'],1716.9169106788986
338,57731,1,1693,6.0,1.0,MISC,19682,de69ddc1064e,137774,0,0,1699,"[1.0, 6.0]",,0,0,1699,[7],['MISC'],22989.97970502823
340,74850,1,1701,18.0,1.0,MISC,86,0db4ac3f62ed,1634,0,0,1701,"[1.0, 18.0]",,0,0,1701,[45],['MISC'],1788.9171425059699
341,68502,1,1702,10.0,0.5,T4,337,c4cbaac9966d,3538,0,0,1702,"[0.5, 10.0]",,0,0,1702,[18],['T4'],2061.243118258629
342,74723,1,1703,6.0,0.5,MISC,1161,a4b58e9de9c6,7546,0,0,1703,"[0.5, 6.0]",,0,0,1703,[31],['MISC'],2910.2619001113717
343,72333,1,1710,6.0,0.1,P100,1321,bc505b94e1f7,8058,0,0,1710,"[0.1, 6.0]",,0,0,1710,[17],['P100'],3067.803464361139
344,50537,1,1719,6.0,0.5,MISC,56318,de69ddc1064e,366067,0,0,1719,"[0.5, 6.0]",,0,0,1719,[22],['MISC'],58427.96380611006
345,86450,1,1727,10.0,0.25,MISC,193,5b1345f03aa1,1978,0,0,1727,"[0.25, 10.0]",,0,0,1727,[45],['MISC'],1934.9252041025989
346,40956,1,1728,6.0,0.25,T4,1929,d4d51aca8806,12056,0,0,1728,"[0.25, 6.0]",,0,0,1728,[4],['T4'],3724.736088300063
347,62048,1,1735,6.0,0.25,MISC,12138,de69ddc1064e,75862,0,0,1735,"[0.25, 6.0]",,0,0,1735,[22],['MISC'],14491.31660895593
348,55080,1,1736,6.0,1.0,MISC,197,18febf35d3a1,1379,0,0,1736,"[1.0, 6.0]",,0,0,1736,[45],['MISC'],1946.386506931697
349,85367,1,1743,6.0,0.25,T4,29648,d4d51aca8806,185300,0,0,1743,"[0.25, 6.0]",,0,0,1743,[38],['T4'],33892.28661686907
350,10373,1,1754,6.0,0.25,MISC,9442,a8192d6b0ae9,59012,0,0,1754,"[0.25, 6.0]",,0,0,1754,[22],['MISC'],11508.671705568042
351,31960,1,1770,6.0,0.1,MISC,9448,58540f191766,57632,0,0,1770,"[0.1, 6.0]",,0,0,1770,[22],['MISC'],11244.076985581032
352,62799,1,1780,6.0,1.0,T4,134,29380421d3fc,938,0,0,1780,"[1.0, 6.0]",,0,0,1780,[4],['T4'],1925.7523147151126
353,62745,1,1780,6.0,0.5,MISC,627,58540f191766,4075,0,0,1784,"[0.5, 6.0]",,0,0,1784,[22],['MISC'],2423.378192813666
354,62142,1,1784,6.0,2.0,MISC,68302,3f15400e07d0,546416,0,0,1785,"[2.0, 6.0]",,0,0,1785,[31],['MISC'],74051.54399938212
355,84905,1,1793,6.0,1.0,P100,2157,5b1345f03aa1,15099,0,0,1793,"[1.0, 6.0]",,0,0,1793,[37],['P100'],4162.151858570882
356,139,1,1806,6.0,0.1,MISC,79,58540f191766,481,0,0,1806,"[0.1, 6.0]",,0,0,1806,[45],['MISC'],1885.3022318590909
357,44035,1,1812,4.0,0.5,MISC,1735,6ffa9048390e,7807,0,0,1812,"[0.5, 4.0]",,0,0,1812,[3],['MISC'],3650.505112740374
358,73176,1,1814,6.0,0.25,T4,114,d4d51aca8806,712,0,0,1814,"[0.25, 6.0]",,0,0,1814,[38],['T4'],1931.9408330731496
359,64486,1,1819,18.0,1.0,MISC,652,a8192d6b0ae9,12388,0,0,1819,"[1.0, 18.0]",,0,0,1819,[8],['MISC'],2522.27511721888
360,6246,1,1825,6.0,0.25,MISC,1511,b8cfae018ad6,9443,0,0,1825,"[0.25, 6.0]",,0,0,1825,[8],['MISC'],3401.9391158528488
361,92135,1,1828,6.0,3.0,V100,26,45bd92802aa9,234,0,0,1828,"[3.0, 6.0]",,0,0,1828,[40],['V100'],1856.5590132082232
362,14369,1,1835,6.0,0.25,T4,4308,d4d51aca8806,26925,0,0,1835,"[0.25, 6.0]",,0,0,1835,[42],['T4'],6192.820203759836
363,83923,1,1838,4.0,0.5,MISC,3256,6ffa9048390e,14652,0,0,1838,"[0.5, 4.0]",,0,0,1838,[8],['MISC'],5386.878741035887
364,64070,1,1843,6.0,0.1,MISC,37,58540f191766,225,0,0,1843,"[0.1, 6.0]",,0,0,1843,[8],['MISC'],1880.7032914656586
365,62214,1,1861,6.0,1.0,MISC,1399,5b1345f03aa1,9793,0,0,1861,"[1.0, 6.0]",,0,0,1861,[8],['MISC'],3266.2096760664813
366,90744,1,1865,6.0,1.0,MISC,19667,e97f950dabda,137669,0,0,1865,"[1.0, 6.0]",,0,0,1865,[22],['MISC'],22389.594315645296
367,38917,1,1867,6.0,1.0,MISC,28,354e3b81c515,196,0,0,1867,"[1.0, 6.0]",,0,0,1867,[45],['MISC'],1896.4557769759865
368,45619,1,1872,6.0,0.25,T4,36,9778091c213e,225,0,0,1872,"[0.25, 6.0]",,0,0,1872,[5],['T4'],1910.9034391309203
369,94812,1,1887,12.0,1.0,T4,65,0ed3eacdff35,845,0,0,1887,"[1.0, 12.0]",,0,0,1887,[44],['T4'],1956.4645714549445
370,62478,1,1888,6.0,1.0,MISC,811,5b1345f03aa1,5677,0,0,1888,"[1.0, 6.0]",,0,0,1888,[10],['MISC'],2775.2553390642415
371,8378,1,1891,6.0,0.25,MISC,521,10a3752741d0,3256,0,0,1891,"[0.25, 6.0]",,0,0,1891,[16],['MISC'],2450.3996638308445
372,17534,1,1898,1.0,1.0,MISC,1916,5b1345f03aa1,3832,0,0,1898,"[1.0, 1.0]",,0,0,1898,[45],['MISC'],3851.7519307358925
373,12470,1,1901,6.0,1.0,T4,53,41f97a75a037,371,0,0,1901,"[1.0, 6.0]",,0,0,1901,[5],['T4'],1956.2858762180124
374,93314,1,1904,16.0,1.0,MISC,8238,de69ddc1064e,140046,0,0,1904,"[1.0, 16.0]",,0,0,1904,[8],['MISC'],10923.682801543167
375,53356,1,1908,6.0,1.0,MISC,726,5b1345f03aa1,5082,0,0,1908,"[1.0, 6.0]",,0,0,1908,[35],['MISC'],2700.84796416143
376,30899,1,1909,6.0,0.25,T4,5599,d4d51aca8806,34993,0,0,1909,"[0.25, 6.0]",,0,0,1909,[38],['T4'],7856.904714028995
378,72273,1,1912,6.0,1.0,MISC,269,e2ceaece17db,1883,0,0,1912,"[1.0, 6.0]",,0,0,1912,[40],['V100'],2184.3524209913717
379,41424,1,1915,6.0,0.1,MISC,4591,58540f191766,28005,0,0,1915,"[0.1, 6.0]",,0,0,1915,[3],['MISC'],6919.211501993075
380,85987,1,1917,6.0,0.25,MISC,2075,de69ddc1064e,12968,0,0,1917,"[0.25, 6.0]",,0,0,1917,[7],['MISC'],4097.227919587318
381,9295,1,1919,10.0,0.5,T4,309,c4cbaac9966d,3244,0,0,1919,"[0.5, 10.0]",,0,0,1919,[4],['T4'],2248.606990736867
377,29019,1,1909,0.2,0.1,MISC,12323,58540f191766,3696,0,0,1921,"[0.1, 0.2]",,0,0,1921,[0],['MISC'],15049.49238700203
382,71394,1,1929,6.0,0.25,T4,154,d4d51aca8806,962,0,0,1929,"[0.25, 6.0]",,0,0,1929,[4],['T4'],2088.023216734804
383,40093,1,1930,6.0,1.0,MISC,44,0ed3eacdff35,308,0,0,1930,"[1.0, 6.0]",,0,0,1930,[16],['MISC'],1977.0677170224553
384,17122,1,1931,6.0,1.0,MISC,37,354e3b81c515,259,0,0,1931,"[1.0, 6.0]",,0,0,1931,[3],['MISC'],1970.051326167367
385,87833,1,1937,6.0,1.0,MISC,41,0ed3eacdff35,287,0,0,1937,"[1.0, 6.0]",,0,0,1937,[45],['MISC'],1978.7865443812595
386,46072,1,1937,6.0,0.25,T4,4105,d4d51aca8806,25656,0,0,1941,"[0.25, 6.0]",,0,0,1941,[38],['T4'],6314.953532744343
388,82843,1,1944,6.0,0.5,MISC,675,f5440bdf32a5,4387,0,0,1944,"[0.5, 6.0]",,0,0,1944,[0],['MISC'],2669.499082810725
387,79567,1,1941,6.0,0.1,MISC,4830,58540f191766,29463,0,0,1953,"[0.1, 6.0]",,0,0,1953,[45],['MISC'],6954.127168850187
389,51726,1,1955,6.0,1.0,MISC,33,354e3b81c515,231,0,0,1955,"[1.0, 6.0]",,0,0,1955,[7],['MISC'],1988.5742902325928
390,7070,1,1962,6.0,0.25,T4,94,d4d51aca8806,587,0,0,1962,"[0.25, 6.0]",,0,0,1962,[5],['T4'],2061.349589395739
392,33004,1,1968,6.0,1.0,MISC,80,0ed3eacdff35,560,0,0,1968,"[1.0, 6.0]",,0,0,1968,[45],['MISC'],2054.6698013544324
391,27302,1,1968,18.0,1.0,MISC,4167,58540f191766,79173,0,0,1969,"[1.0, 18.0]",,0,0,1969,[3],['MISC'],6304.211522821526
393,2867,1,1977,0.5,1.0,T4,177,d4d51aca8806,265,0,0,1977,"[1.0, 0.5]",,0,0,1977,[44],['T4'],2159.37858660205
394,40904,1,1992,6.0,0.25,MISC,38,05b25af4dd8b,237,0,0,1992,"[0.25, 6.0]",,0,0,1992,[16],['MISC'],2030.798694202554
395,20405,1,1995,6.0,1.0,MISC,43,5b1345f03aa1,301,0,0,1995,"[1.0, 6.0]",,0,0,1995,[7],['MISC'],2041.3787629581536
396,4860,1,1997,10.0,0.5,T4,560,c4cbaac9966d,5880,0,0,1997,"[0.5, 10.0]",,0,0,1997,[48],['T4'],2590.9730479468667
397,21694,1,2002,6.0,1.0,T4,15,205ccfa32cac,105,0,0,2002,"[1.0, 6.0]",,0,0,2002,[18],['T4'],2017.4833738446048
398,73870,1,2003,6.0,0.25,T4,1070,d4d51aca8806,6687,0,0,2003,"[0.25, 6.0]",,0,0,2003,[5],['T4'],3120.271103801661
399,60087,1,2011,18.0,1.0,P100,1803,58540f191766,34257,0,0,2011,"[1.0, 18.0]",,0,0,2011,[43],['P100'],3935.815590144175
400,59252,1,2014,6.0,1.0,MISC,326,354e3b81c515,2282,0,0,2014,"[1.0, 6.0]",,0,0,2014,[45],['MISC'],2356.6642722981114
401,79798,1,2016,2.0,0.25,T4,257,d4d51aca8806,578,0,0,2016,"[0.25, 2.0]",,0,0,2016,[42],['T4'],2293.3989997570243
402,3685,1,2019,6.0,1.0,MISC,32,0ed3eacdff35,224,0,0,2019,"[1.0, 6.0]",,0,0,2019,[16],['MISC'],2054.071462411786
403,5606,1,2019,0.1,0.1,MISC,635,58540f191766,127,0,0,2020,"[0.1, 0.1]",,0,0,2020,[21],['V100'],2700.733551817204
408,57755,1,2030,6.0,1.0,MISC,41,5b1345f03aa1,287,0,0,2030,"[1.0, 6.0]",,0,0,2030,[31],['MISC'],2071.38288752031
409,80434,1,2039,6.0,0.5,MISC,169,58540f191766,1098,0,0,2039,"[0.5, 6.0]",,0,0,2039,[7],['MISC'],2224.088794295447
405,21492,1,2020,6.0,2.0,T4,1160,a58540410e7b,9280,0,0,2040,"[2.0, 6.0]",,0,0,2040,[18],['T4'],3212.919222979191
410,15624,1,2043,6.0,1.0,MISC,161,18febf35d3a1,1127,0,0,2043,"[1.0, 6.0]",,0,0,2043,[22],['MISC'],2207.7813844362795
412,18242,1,2048,6.0,0.25,MISC,71,42aa9724a88c,443,0,0,2048,"[0.25, 6.0]",,0,0,2048,[21],['V100'],2124.7265965514916
413,41494,1,2049,6.0,1.0,T4,266,c5307d7cd0cc,1862,0,0,2049,"[1.0, 6.0]",,0,0,2049,[47],['T4'],2318.9196153957373
414,31954,1,2051,18.0,1.0,P100,2217,dcbd95c6bf0f,42123,0,0,2051,"[1.0, 18.0]",,0,0,2051,[46],['P100'],4278.245581301164
404,19115,1,2019,6.0,1.0,P100,2875,d7052eeddab7,20125,0,0,2052,"[1.0, 6.0]",,0,0,2052,[17],['P100'],5083.419589187046
415,93204,1,2055,6.0,0.5,P100,161,f134c9ec05e3,1046,0,0,2055,"[0.5, 6.0]",,0,0,2055,[34],['P100'],2231.8413699667876
411,69034,1,2048,6.0,0.5,T4,4164,b88fff433bdf,27066,0,0,2057,"[0.5, 6.0]",,0,0,2057,[5],['T4'],6341.258664932403
416,29259,1,2059,10.0,0.5,T4,320,c4cbaac9966d,3360,0,0,2059,"[0.5, 10.0]",,0,0,2059,[49],['T4'],2398.5607671379416
407,23066,1,2022,6.0,0.25,T4,8054,d4d51aca8806,50337,0,0,2065,"[0.25, 6.0]",,0,0,2065,[4],['T4'],10574.752652638857
417,81996,1,2067,20.0,1.0,P100,1392,b3bfe9b79bb5,29232,0,0,2067,"[1.0, 20.0]",,0,0,2067,[11],['P100'],3565.9737159888273
406,7716,1,2020,6.0,0.5,MISC,11975,58540f191766,77837,0,0,2071,"[0.5, 6.0]",,0,0,2071,[16],['MISC'],14789.964968975237
418,79329,1,2073,6.0,0.5,T4,255,d4d51aca8806,1657,0,0,2073,"[0.5, 6.0]",,0,0,2073,[49],['T4'],2339.613112293692
419,1282,1,2074,6.0,0.25,T4,274,d4d51aca8806,1712,0,0,2074,"[0.25, 6.0]",,0,0,2074,[6],['T4'],2372.2801513079967
420,73121,1,2092,6.0,0.25,T4,114,d4d51aca8806,712,0,0,2092,"[0.25, 6.0]",,0,0,2092,[4],['T4'],2212.562648253266
421,21082,1,2115,6.0,0.25,T4,213,d4d51aca8806,1331,0,0,2115,"[0.25, 6.0]",,0,0,2115,[12],['T4'],2343.3007680001283
422,28920,1,2117,0.2,0.1,MISC,5745,58540f191766,1723,0,0,2117,"[0.1, 0.2]",,0,0,2117,[45],['MISC'],8082.595629517135
423,3488,1,2124,6.0,1.0,MISC,40,0ed3eacdff35,280,0,0,2124,"[1.0, 6.0]",,0,0,2124,[45],['MISC'],2165.5986114515063
424,45970,1,2129,18.0,1.0,MISC,2601,eea150bdfdd6,49419,0,0,2129,"[1.0, 18.0]",,0,0,2129,[45],['MISC'],4768.383306858246
425,45215,1,2149,6.0,0.1,MISC,7431,58540f191766,45329,0,0,2149,"[0.1, 6.0]",,0,0,2149,[10],['MISC'],10090.972215160135
426,18927,1,2157,6.0,1.0,MISC,4929,2d415d162cd1,34503,0,0,2157,"[1.0, 6.0]",,0,0,2157,[3],['MISC'],7525.992028339582
427,95046,1,2162,6.0,0.25,MISC,7625,7ba2dc8417d5,47656,0,0,2162,"[0.25, 6.0]",,0,0,2162,[10],['MISC'],10443.085931134674
428,44618,1,2168,6.0,1.0,MISC,30,5b1345f03aa1,210,0,0,2168,"[1.0, 6.0]",,0,0,2168,[45],['MISC'],2200.6563956165296
429,75461,1,2170,6.0,0.25,MISC,678,864beb8a4358,4237,0,0,2170,"[0.25, 6.0]",,0,0,2170,[31],['MISC'],2900.7769035788247
431,12831,1,2176,6.0,1.0,MISC,4282,5b1345f03aa1,29974,0,0,2176,"[1.0, 6.0]",,0,0,2176,[0],['MISC'],6802.31984041334
432,74671,1,2177,3.0,0.25,MISC,381,e6aa18ac83e5,1238,0,0,2177,"[0.25, 3.0]",,0,0,2177,[10],['MISC'],2584.514238681154
430,44530,1,2170,6.0,0.2,MISC,8250,58540f191766,51150,0,0,2182,"[0.2, 6.0]",,0,0,2182,[40],['V100'],10600.543937870165
433,2648,1,2189,6.0,1.0,P100,70,0ed3eacdff35,490,0,0,2189,"[1.0, 6.0]",,0,0,2189,[41],['P100'],2262.2518491920196
434,94508,1,2204,6.0,0.5,T4,202,d4d51aca8806,1313,0,0,2204,"[0.5, 6.0]",,0,0,2204,[44],['T4'],2417.2595970394746
435,73274,1,2215,6.0,0.5,MISC,708,a4b58e9de9c6,4602,0,0,2215,"[0.5, 6.0]",,0,0,2215,[40],['V100'],2987.956877023445
437,5002,1,2217,0.2,0.1,MISC,23,58540f191766,6,0,0,2217,"[0.1, 0.2]",,0,0,2217,[45],['MISC'],2240.306679942781
439,34993,1,2219,6.0,1.0,MISC,33,0ed3eacdff35,231,0,0,2219,"[1.0, 6.0]",,0,0,2219,[45],['MISC'],2253.7527352233233
438,74614,1,2219,6.0,1.0,T4,216,c5307d7cd0cc,1512,0,0,2221,"[1.0, 6.0]",,0,0,2221,[4],['T4'],2445.036293929962
441,91216,1,2224,6.0,0.5,MISC,653,edc10645cc3f,4244,0,0,2224,"[0.5, 6.0]",,0,0,2224,[7],['MISC'],2897.7195566224873
440,93767,1,2221,6.0,0.25,MISC,6422,de69ddc1064e,40137,0,0,2229,"[0.25, 6.0]",,0,0,2229,[40],['V100'],9001.941821476814
442,23369,1,2231,1.0,0.25,MISC,2276,c677a0acf7c0,2845,0,0,2231,"[0.25, 1.0]",,0,0,2231,[22],['MISC'],4678.8949030852955
443,50365,1,2234,6.0,1.0,MISC,3599,63bc48495c14,25193,0,0,2234,"[1.0, 6.0]",,0,0,2234,[16],['MISC'],5992.282175753962
